Chr,Meth.x,Locus,gene_id,feature,Description
NW_026262690.1,0,16442107,NA,interg,NA
NW_026262690.1,0,16442111,NA,interg,NA
NW_026262690.1,0,16442118,NA,interg,NA
NW_026262690.1,0,16442127,NA,interg,NA
NW_026262690.1,0,16442138,NA,interg,NA
NW_026262690.1,0,16442149,NA,interg,NA
NW_026262690.1,0,16442162,NA,interg,NA
NW_026262690.1,0,16442169,NA,interg,NA
NW_026262690.1,0,16442173,NA,interg,NA
NW_026262690.1,0,16442189,NA,interg,NA
NW_026262690.1,0,16442208,NA,interg,NA
NW_026262690.1,0,16443303,NA,interg,NA
NW_026262690.1,0,16443340,NA,interg,NA
NW_026262690.1,0,16443343,NA,interg,NA
NW_026262690.1,0,16443368,NA,interg,NA
NW_026262690.1,0,16453649,NA,interg,NA
NW_026262690.1,0,16453656,NA,interg,NA
NW_026262690.1,0,16453678,NA,interg,NA
NW_026262690.1,0,16453691,NA,interg,NA
NW_026262690.1,0,16453707,NA,interg,NA
NW_026262690.1,0,16453710,NA,interg,NA
NW_026262690.1,0,16453712,NA,interg,NA
NW_026262690.1,0,16453746,NA,interg,NA
NW_026262690.1,0,16453753,NA,interg,NA
NW_026262690.1,0,16471550,NA,interg,NA
NW_026262690.1,0,16471556,NA,interg,NA
NW_026262690.1,0,16471567,NA,interg,NA
NW_026262690.1,0,16471572,NA,interg,NA
NW_026262690.1,0,16471596,NA,interg,NA
NW_026262690.1,0,16471609,NA,interg,NA
NW_026262690.1,0,16471618,NA,interg,NA
NW_026262690.1,0,16570100,NA,interg,NA
NW_026262690.1,0,17246271,NA,interg,NA
NW_026262690.1,0,17246331,NA,interg,NA
NW_026262690.1,0,17246367,NA,interg,NA
NW_026262690.1,0,17246370,NA,interg,NA
NW_026262690.1,0,17246388,NA,interg,NA
NW_026262690.1,0,17329932,NA,interg,NA
NW_026262690.1,0,17329935,NA,interg,NA
NW_026262690.1,0,17329960,NA,interg,NA
NW_026262690.1,0,17468099,NA,interg,NA
NW_026262690.1,0,17468136,NA,interg,NA
NW_026262690.1,0,17468139,NA,interg,NA
NW_026262690.1,0,17468148,NA,interg,NA
NW_026262690.1,0,17468164,NA,interg,NA
NW_026262690.1,0,17475753,NA,interg,NA
NW_026262690.1,0,17475781,NA,interg,NA
NW_026262690.1,0,17475797,NA,interg,NA
NW_026262690.1,0,17475820,NA,interg,NA
NW_026262690.1,0,17475824,NA,interg,NA
NW_026262690.1,0,17528367,NA,interg,NA
NW_026262690.1,0,17528398,NA,interg,NA
NW_026262690.1,0,17528481,NA,interg,NA
NW_026262690.1,0,17580352,NA,interg,NA
NW_026262690.1,0,17720999,NA,interg,NA
NW_026262690.1,0,17721032,NA,interg,NA
NW_026262690.1,0,17721071,NA,interg,NA
NW_026262690.1,0,17721116,NA,interg,NA
NW_026262690.1,0,18252474,NA,interg,NA
NW_026262690.1,0,18252509,NA,interg,NA
NW_026262690.1,0,18252515,NA,interg,NA
NW_026262690.1,0,18252523,NA,interg,NA
NW_026262690.1,0,18252537,NA,interg,NA
NW_026262690.1,0,18252556,NA,interg,NA
NW_026262690.1,0,18252575,NA,interg,NA
NW_026262690.1,0,18662987,NA,interg,NA
NW_026262690.1,0,18663052,NA,interg,NA
NW_026262690.1,0,18817416,NA,interg,NA
NW_026262690.1,0,18817438,NA,interg,NA
NW_026262690.1,0,18817442,NA,interg,NA
NW_026262690.1,0,18817444,NA,interg,NA
NW_026262690.1,0,18817481,NA,interg,NA
NW_026262690.1,0,18817489,NA,interg,NA
NW_026262690.1,0,18817491,NA,interg,NA
NW_026262690.1,0,18817534,NA,interg,NA
NW_026262690.1,0,18817539,NA,interg,NA
NW_026262690.1,0,18831043,NA,interg,NA
NW_026262690.1,0,18831068,NA,interg,NA
NW_026262690.1,0,18831071,NA,interg,NA
NW_026262690.1,0,18831073,NA,interg,NA
NW_026262690.1,0,18831108,NA,interg,NA
NW_026262690.1,0,19032950,NA,interg,NA
NW_026262690.1,0,19032957,NA,interg,NA
NW_026262690.1,0,19032979,NA,interg,NA
NW_026262690.1,0,19032992,NA,interg,NA
NW_026262690.1,0,19033007,NA,interg,NA
NW_026262690.1,0,19033010,NA,interg,NA
NW_026262690.1,0,19033024,NA,interg,NA
NW_026262690.1,0,19033056,NA,interg,NA
NW_026262690.1,0,19033063,NA,interg,NA
NW_026262690.1,0,19165235,NA,interg,NA
NW_026262690.1,0,19165239,NA,interg,NA
NW_026262690.1,0,19165262,NA,interg,NA
NW_026262690.1,0,19165274,NA,interg,NA
NW_026262690.1,0,19165306,NA,interg,NA
NW_026262690.1,0,19243010,NA,interg,NA
NW_026262690.1,0,19243017,NA,interg,NA
NW_026262690.1,0,19243039,NA,interg,NA
NW_026262690.1,0,19243052,NA,interg,NA
NW_026262690.1,0,19243067,NA,interg,NA
NW_026262690.1,0,19243070,NA,interg,NA
NW_026262690.1,0,19243072,NA,interg,NA
NW_026262690.1,0,19243084,NA,interg,NA
NW_026262690.1,0,19243115,NA,interg,NA
NW_026262690.1,0,19243122,NA,interg,NA
NW_026262690.1,0,19491957,NA,interg,NA
NW_026262690.1,0,19492025,NA,interg,NA
NW_026262690.1,0,19622960,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19622965,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19622971,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19622982,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19622991,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19622998,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19623002,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19623013,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19623020,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19623024,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19623033,LOC127737628,intron,CD109 antigen-like
NW_026262690.1,0,19684571,LOC127737629,intron,CD109 antigen-like
NW_026262690.1,0,19684611,LOC127737629,intron,CD109 antigen-like
NW_026262690.1,0,19684613,LOC127737629,intron,CD109 antigen-like
NW_026262690.1,0,19684636,LOC127737629,intron,CD109 antigen-like
NW_026262690.1,0,19742929,NA,interg,NA
NW_026262690.1,0,19742969,NA,interg,NA
NW_026262690.1,0,19742972,NA,interg,NA
NW_026262690.1,0,19742998,NA,interg,NA
NW_026262690.1,0,19758262,LOC127737631,exon,postacrosomal sheath WW domain-binding protein-like
NW_026262690.1,0,19758309,LOC127737631,exon,postacrosomal sheath WW domain-binding protein-like
NW_026262690.1,0,19758375,LOC127737631,exon,postacrosomal sheath WW domain-binding protein-like
NW_026262690.1,0,19846193,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,19846243,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,19846253,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,19846264,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,19846282,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,19846290,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,19846314,LOC127737634,intron,uncharacterized GMC-type oxidoreductase Mb1310-like
NW_026262690.1,0,20017955,LOC127737638,intron,uncharacterized LOC127737638
NW_026262690.1,0,20066105,NA,interg,NA
NW_026262690.1,0,20066125,NA,interg,NA
NW_026262690.1,0,20066162,NA,interg,NA
NW_026262690.1,0,20066184,NA,interg,NA
NW_026262690.1,0,20066190,NA,interg,NA
NW_026262690.1,0,20676920,LOC127737664,intron,uncharacterized LOC127737664
NW_026262690.1,0,20676936,LOC127737664,intron,uncharacterized LOC127737664
NW_026262690.1,0,20676952,LOC127737664,intron,uncharacterized LOC127737664
NW_026262690.1,0,20676976,LOC127737664,intron,uncharacterized LOC127737664
NW_026262690.1,0,20676982,LOC127737664,intron,uncharacterized LOC127737664
NW_026262690.1,0,20676992,LOC127737664,intron,uncharacterized LOC127737664
NW_026262690.1,0,20773438,LOC127737662,exon,forkhead box protein fkh-2-like
NW_026262690.1,0,20773478,LOC127737662,exon,forkhead box protein fkh-2-like
NW_026262690.1,0,20773505,LOC127737662,exon,forkhead box protein fkh-2-like
NW_026262690.1,0,21222855,NA,interg,NA
NW_026262690.1,0,21222951,NA,interg,NA
NW_026262690.1,0,21829945,LOC127737684,promoter,IQCJ-SCHIP1 readthrough transcript protein-like
NW_026262690.1,0,21829949,LOC127737684,promoter,IQCJ-SCHIP1 readthrough transcript protein-like
NW_026262690.1,0,21829993,LOC127737684,exon,IQCJ-SCHIP1 readthrough transcript protein-like
NW_026262690.1,0,21830028,LOC127737684,exon,IQCJ-SCHIP1 readthrough transcript protein-like
NW_026262690.1,0,21830034,LOC127737684,exon,IQCJ-SCHIP1 readthrough transcript protein-like
NW_026262690.1,0,21874951,LOC127737684,intron,IQCJ-SCHIP1 readthrough transcript protein-like
NW_026262690.1,0,21939763,LOC127737685,intron,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
NW_026262690.1,0,21939783,LOC127737685,intron,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
NW_026262690.1,0,21939843,LOC127737685,intron,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
NW_026262690.1,0,21939888,LOC127737685,intron,serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta-like
NW_026262690.1,0,22047156,LOC127737700,intron,cysteine-rich and transmembrane domain-containing protein 1-like
NW_026262690.1,0,22047163,LOC127737700,intron,cysteine-rich and transmembrane domain-containing protein 1-like
NW_026262690.1,0,22047195,LOC127737700,intron,cysteine-rich and transmembrane domain-containing protein 1-like
NW_026262690.1,0,22214727,LOC127699260,intron,WSC domain-containing protein 2-like
NW_026262690.1,0,22214739,LOC127699260,intron,WSC domain-containing protein 2-like
NW_026262690.1,0,22214766,LOC127699260,intron,WSC domain-containing protein 2-like
NW_026262690.1,0,22214770,LOC127699260,intron,WSC domain-containing protein 2-like
NW_026262690.1,0,22214798,LOC127699260,intron,WSC domain-containing protein 2-like
NW_026262690.1,0,22338779,NA,interg,NA
NW_026262690.1,0,22338786,NA,interg,NA
NW_026262690.1,0,22338808,NA,interg,NA
NW_026262690.1,0,22338821,NA,interg,NA
NW_026262690.1,0,22338837,NA,interg,NA
NW_026262690.1,0,22338842,NA,interg,NA
NW_026262690.1,0,22338854,NA,interg,NA
NW_026262690.1,0,22338886,NA,interg,NA
NW_026262690.1,0,22338893,NA,interg,NA
NW_026262690.1,0,22405208,NA,interg,NA
NW_026262690.1,0,22405291,NA,interg,NA
NW_026262690.1,0,22405297,NA,interg,NA
NW_026262690.1,0,22435742,LOC127737711,intron,uncharacterized LOC127737711
NW_026262690.1,0,22523060,NA,interg,NA
NW_026262690.1,0,22523084,NA,interg,NA
NW_026262690.1,0,22523111,NA,interg,NA
NW_026262690.1,0,22523157,NA,interg,NA
NW_026262690.1,0,22541572,NA,interg,NA
NW_026262690.1,0,22541625,NA,interg,NA
NW_026262690.1,0,22541641,NA,interg,NA
NW_026262690.1,0,22656423,NA,interg,NA
NW_026262690.1,0,22656485,NA,interg,NA
NW_026262690.1,0,22656495,NA,interg,NA
NW_026262690.1,0,22656542,NA,interg,NA
NW_026262690.1,0,22656557,NA,interg,NA
NW_026262690.1,0,22656567,NA,interg,NA
NW_026262690.1,0,22656614,NA,interg,NA
NW_026262690.1,0,22656629,NA,interg,NA
NW_026262690.1,0,22656639,NA,interg,NA
NW_026262690.1,0,22656690,NA,interg,NA
NW_026262690.1,0,22656705,NA,interg,NA
NW_026262690.1,0,22656715,NA,interg,NA
NW_026262690.1,0,22656762,NA,interg,NA
NW_026262690.1,0,22656777,NA,interg,NA
NW_026262690.1,0,22656787,NA,interg,NA
NW_026262690.1,0,22737501,LOC127737726,intron,uncharacterized LOC127737726
NW_026262690.1,0,22737559,LOC127737726,intron,uncharacterized LOC127737726
NW_026262690.1,0,22737563,LOC127737726,intron,uncharacterized LOC127737726
NW_026262690.1,0,22737567,LOC127737726,intron,uncharacterized LOC127737726
NW_026262690.1,0,22737589,LOC127737726,intron,uncharacterized LOC127737726
NW_026262690.1,0,23433790,LOC127737731,intron,glycogenin-1-like
NW_026262690.1,0,23489256,LOC127737738,intron,gamma-tubulin complex component 3 homolog
NW_026262690.1,0,23489269,LOC127737738,intron,gamma-tubulin complex component 3 homolog
NW_026262690.1,0,23489299,LOC127737738,intron,gamma-tubulin complex component 3 homolog
NW_026262690.1,0,23489354,LOC127737738,intron,gamma-tubulin complex component 3 homolog
NW_026262690.1,0,23853446,NA,interg,NA
NW_026262690.1,0,23853469,NA,interg,NA
NW_026262690.1,0,23853512,NA,interg,NA
NW_026262690.1,0,23931883,LOC127737741,intron,FERM%2C ARHGEF and pleckstrin domain-containing protein 2-like
NW_026262690.1,0,23931890,LOC127737741,intron,FERM%2C ARHGEF and pleckstrin domain-containing protein 2-like
NW_026262690.1,0,23931904,LOC127737741,intron,FERM%2C ARHGEF and pleckstrin domain-containing protein 2-like
NW_026262690.1,0,23931972,LOC127737741,intron,FERM%2C ARHGEF and pleckstrin domain-containing protein 2-like
NW_026262690.1,0,23931984,LOC127737741,intron,FERM%2C ARHGEF and pleckstrin domain-containing protein 2-like
NW_026262690.1,0,24303437,LOC127737746,intron,uncharacterized LOC127737746
NW_026262690.1,0,24303468,LOC127737746,exon,uncharacterized LOC127737746
NW_026262690.1,0,24303486,LOC127737746,exon,uncharacterized LOC127737746
NW_026262690.1,0,24303512,LOC127737746,exon,uncharacterized LOC127737746
NW_026262690.1,0,24454193,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24454214,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24454236,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24454261,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24466960,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24466981,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24466998,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24467001,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24467018,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24467021,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24467033,LOC127737757,intron,glutamine synthetase-like
NW_026262690.1,0,24555308,NA,interg,NA
NW_026262690.1,0,24880424,NA,interg,NA
NW_026262690.1,0,24880440,NA,interg,NA
NW_026262690.1,0,24880449,NA,interg,NA
NW_026262690.1,0,24880452,NA,interg,NA
NW_026262690.1,0,24880489,NA,interg,NA
NW_026262690.1,0,24888182,LOC127737764,intron,uncharacterized LOC127737764
NW_026262690.1,0,24888211,LOC127737764,intron,uncharacterized LOC127737764
NW_026262690.1,0,24888282,LOC127737764,intron,uncharacterized LOC127737764
NW_026262690.1,0,24943316,NA,interg,NA
NW_026262690.1,0,24943344,NA,interg,NA
NW_026262690.1,0,25035931,NA,interg,NA
NW_026262690.1,0,25035995,NA,interg,NA
NW_026262690.1,0,25082129,LOC127737767,intron,proline-rich protein HaeIII subfamily 1-like
NW_026262690.1,0,25082166,LOC127737767,intron,proline-rich protein HaeIII subfamily 1-like
NW_026262690.1,0,25082169,LOC127737767,intron,proline-rich protein HaeIII subfamily 1-like
NW_026262690.1,0,25082194,LOC127737767,intron,proline-rich protein HaeIII subfamily 1-like
NW_026262690.1,0,25184356,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184363,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184395,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184407,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184409,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184412,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184428,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184441,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184462,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25184469,LOC127737770,intron,flavin reductase (NADPH)-like
NW_026262690.1,0,25239677,NA,interg,NA
NW_026262690.1,0,25239714,NA,interg,NA
NW_026262690.1,0,25262145,NA,interg,NA
NW_026262690.1,0,25415961,LOC127737783,intron,autophagy-related protein 16-1-like
NW_026262690.1,0,25415974,LOC127737783,intron,autophagy-related protein 16-1-like
NW_026262690.1,0,25416004,LOC127737783,intron,autophagy-related protein 16-1-like
NW_026262690.1,0,25416027,LOC127737783,intron,autophagy-related protein 16-1-like
NW_026262690.1,0,25416059,LOC127737783,intron,autophagy-related protein 16-1-like
NW_026262690.1,0,25630707,LOC127737791,intron,ras-related C3 botulinum toxin substrate 2-like
NW_026262690.1,0,25630813,LOC127737791,intron,ras-related C3 botulinum toxin substrate 2-like
NW_026262690.1,0,25630820,LOC127737791,intron,ras-related C3 botulinum toxin substrate 2-like
NW_026262690.1,0,25736713,NA,interg,NA
NW_026262690.1,0,25736720,NA,interg,NA
NW_026262690.1,0,25736736,NA,interg,NA
NW_026262690.1,0,25736742,NA,interg,NA
NW_026262690.1,0,25736755,NA,interg,NA
NW_026262690.1,0,25736774,NA,interg,NA
NW_026262690.1,0,25736776,NA,interg,NA
NW_026262690.1,0,25736788,NA,interg,NA
NW_026262690.1,0,25736802,NA,interg,NA
NW_026262690.1,0,25736820,NA,interg,NA
NW_026262690.1,0,25736827,NA,interg,NA
NW_026262690.1,0,25941156,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,25941171,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,25941178,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,25941186,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,25941210,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,25941218,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,25941240,LOC127737798,promoter,run domain Beclin-1-interacting and cysteine-rich domain-containing protein-like
NW_026262690.1,0,26200080,LOC127737800,intron,neuronal acetylcholine receptor subunit alpha-10-like
NW_026262690.1,0,26200117,LOC127737800,intron,neuronal acetylcholine receptor subunit alpha-10-like
NW_026262690.1,0,26200120,LOC127737800,intron,neuronal acetylcholine receptor subunit alpha-10-like
NW_026262690.1,0,26200145,LOC127737800,intron,neuronal acetylcholine receptor subunit alpha-10-like
NW_026262690.1,0,26350584,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350597,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350605,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350626,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350634,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350651,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350659,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350679,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350681,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26350690,LOC127737820,intron,uncharacterized LOC127737820
NW_026262690.1,0,26538868,NA,interg,NA
NW_026262690.1,0,26538917,NA,interg,NA
NW_026262690.1,0,26538934,NA,interg,NA
NW_026262690.1,0,26538982,NA,interg,NA
NW_026262690.1,0,26553344,NA,interg,NA
NW_026262690.1,0,26553357,NA,interg,NA
NW_026262690.1,0,26553361,NA,interg,NA
NW_026262690.1,0,26553400,NA,interg,NA
NW_026262690.1,0,26563856,NA,interg,NA
NW_026262690.1,0,26563881,NA,interg,NA
NW_026262690.1,0,26563911,NA,interg,NA
NW_026262690.1,0,26563917,NA,interg,NA
NW_026262690.1,0,26563936,NA,interg,NA
NW_026262690.1,0,26563959,NA,interg,NA
NW_026262690.1,0,26563965,NA,interg,NA
NW_026262690.1,0,26672622,LOC127737823,intron,monocarboxylate transporter 12-like
NW_026262690.1,0,26672647,LOC127737823,intron,monocarboxylate transporter 12-like
NW_026262690.1,0,26672650,LOC127737823,intron,monocarboxylate transporter 12-like
NW_026262690.1,0,26672687,LOC127737823,intron,monocarboxylate transporter 12-like
NW_026262690.1,0,26672707,LOC127737823,intron,monocarboxylate transporter 12-like
NW_026262690.1,0,26732164,LOC127736894,intron,uncharacterized protein DDB_G0283697-like
NW_026262690.1,0,26732189,LOC127736894,intron,uncharacterized protein DDB_G0283697-like
NW_026262690.1,0,26732192,LOC127736894,intron,uncharacterized protein DDB_G0283697-like
NW_026262690.1,0,26732203,LOC127736894,intron,uncharacterized protein DDB_G0283697-like
NW_026262690.1,0,26732229,LOC127736894,intron,uncharacterized protein DDB_G0283697-like
NW_026262690.1,0,26829519,LOC127737821,intron,uncharacterized LOC127737821
NW_026262690.1,0,26829553,LOC127737821,intron,uncharacterized LOC127737821
NW_026262690.1,0,26829630,LOC127737821,intron,uncharacterized LOC127737821
NW_026262690.1,0,26899093,NA,interg,NA
NW_026262690.1,0,26899108,NA,interg,NA
NW_026262690.1,0,26899111,NA,interg,NA
NW_026262690.1,0,26899122,NA,interg,NA
NW_026262690.1,0,26899164,NA,interg,NA
NW_026262690.1,0,26899191,NA,interg,NA
NW_026262690.1,0,26899396,NA,interg,NA
NW_026262690.1,0,26899535,NA,interg,NA
NW_026262690.1,0,26899577,NA,interg,NA
NW_026262690.1,0,26899631,NA,interg,NA
NW_026262690.1,0,26899634,NA,interg,NA
NW_026262690.1,0,26899658,NA,interg,NA
NW_026262690.1,0,26899678,NA,interg,NA
NW_026262690.1,0,26899685,NA,interg,NA
NW_026262690.1,0,26930843,NA,interg,NA
NW_026262690.1,0,26992132,NA,interg,NA
NW_026262690.1,0,26992139,NA,interg,NA
NW_026262690.1,0,26992143,NA,interg,NA
NW_026262690.1,0,26992152,NA,interg,NA
NW_026262690.1,0,26992159,NA,interg,NA
NW_026262690.1,0,26992168,NA,interg,NA
NW_026262690.1,0,26992174,NA,interg,NA
NW_026262690.1,0,26992196,NA,interg,NA
NW_026262690.1,0,26992207,NA,interg,NA
NW_026262690.1,0,26992218,NA,interg,NA
NW_026262690.1,0,26992715,NA,interg,NA
NW_026262690.1,0,27141323,NA,interg,NA
NW_026262690.1,0,27141333,NA,interg,NA
NW_026262690.1,0,27141348,NA,interg,NA
NW_026262690.1,0,27141350,NA,interg,NA
NW_026262690.1,0,27141354,NA,interg,NA
NW_026262690.1,0,27141409,NA,interg,NA
NW_026262690.1,0,27141425,NA,interg,NA
NW_026262690.1,0,27195433,NA,interg,NA
NW_026262690.1,0,27195471,NA,interg,NA
NW_026262690.1,0,27195476,NA,interg,NA
NW_026262690.1,0,27195497,NA,interg,NA
NW_026262690.1,0,27195503,NA,interg,NA
NW_026262690.1,0,27299840,NA,interg,NA
NW_026262690.1,0,27299846,NA,interg,NA
NW_026262690.1,0,27299865,NA,interg,NA
NW_026262690.1,0,27299868,NA,interg,NA
NW_026262690.1,0,27299895,NA,interg,NA
NW_026262690.1,0,27299905,NA,interg,NA
NW_026262690.1,0,27342190,NA,interg,NA
NW_026262690.1,0,27342230,NA,interg,NA
NW_026262690.1,0,27342239,NA,interg,NA
NW_026262690.1,0,27342255,NA,interg,NA
NW_026262690.1,0,27415548,NA,interg,NA
NW_026262690.1,0,27415573,NA,interg,NA
NW_026262690.1,0,27415576,NA,interg,NA
NW_026262690.1,0,27415613,NA,interg,NA
NW_026262690.1,0,27557227,NA,interg,NA
NW_026262690.1,0,27557231,NA,interg,NA
NW_026262690.1,0,27557254,NA,interg,NA
NW_026262690.1,0,27557298,NA,interg,NA
NW_026262690.1,0,27656819,NA,interg,NA
NW_026262690.1,0,27656822,NA,interg,NA
NW_026262690.1,0,27656920,NA,interg,NA
NW_026262690.1,0,27677744,LOC127737839,intron,23 kDa integral membrane protein-like
NW_026262690.1,0,27677756,LOC127737839,intron,23 kDa integral membrane protein-like
NW_026262690.1,0,27677771,LOC127737839,intron,23 kDa integral membrane protein-like
NW_026262690.1,0,27677784,LOC127737839,intron,23 kDa integral membrane protein-like
NW_026262690.1,0,27677788,LOC127737839,intron,23 kDa integral membrane protein-like
NW_026262690.1,0,27677816,LOC127737839,intron,23 kDa integral membrane protein-like
NW_026262690.1,0,27766594,NA,interg,NA
NW_026262690.1,0,27766601,NA,interg,NA
NW_026262690.1,0,27766652,NA,interg,NA
NW_026262690.1,0,27766981,NA,interg,NA
NW_026262690.1,0,27767006,NA,interg,NA
NW_026262690.1,0,27767020,NA,interg,NA
NW_026262690.1,0,27767037,NA,interg,NA
NW_026262690.1,0,27767053,NA,interg,NA
NW_026262690.1,0,27767066,NA,interg,NA
NW_026262690.1,0,27767088,NA,interg,NA
NW_026262690.1,0,27767095,NA,interg,NA
NW_026262690.1,0,27863893,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27863902,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27863905,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27863965,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27863979,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27863993,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27863996,LOC127737847,promoter,COP9 signalosome complex subunit 6-like
NW_026262690.1,0,27867229,LOC127737852,intron,divergent protein kinase domain 2A-like
NW_026262690.1,0,27867257,LOC127737852,intron,divergent protein kinase domain 2A-like
NW_026262690.1,0,27867285,LOC127737852,intron,divergent protein kinase domain 2A-like
NW_026262690.1,0,27867317,LOC127737852,intron,divergent protein kinase domain 2A-like
NW_026262690.1,0,27867333,LOC127737852,intron,divergent protein kinase domain 2A-like
NW_026262690.1,0,27928959,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,27929009,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,27929020,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,27967591,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,27967603,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,27967664,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,27967680,LOC127737850,intron,cytosolic phospholipase A2-like
NW_026262690.1,0,28038355,NA,interg,NA
NW_026262690.1,0,28038368,NA,interg,NA
NW_026262690.1,0,28038375,NA,interg,NA
NW_026262690.1,0,28038416,NA,interg,NA
NW_026262690.1,0,28038420,NA,interg,NA
NW_026262690.1,0,28038431,NA,interg,NA
NW_026262690.1,0,28038436,NA,interg,NA
NW_026262690.1,0,28242967,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28242979,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28243009,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28243035,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28243046,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28243053,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28243063,LOC127736898,exon,sulfotransferase 1C2-like
NW_026262690.1,0,28393460,LOC127737863,intron,uncharacterized LOC127737863
